"","Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection","subject_id","mystery_id"
"308","SRX3109349","CSM9X21R stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444468",NA,957.24,1,14778362,2779302832,"CSM9X21R_MGX","WGS","METAGENOMIC","RANDOM","C3035","CSM9X21R"
"309","SRX3109347","MSMB4LZP stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444467",NA,585.29,1,8741924,1574639849,"MSMB4LZP_MGX","WGS","METAGENOMIC","RANDOM","M2083","MSMB4LZP"
"310","SRX3109346","PSMB4MC3 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444465",NA,655.67,1,7319772,1380460451,"PSMB4MC3_MGX","WGS","METAGENOMIC","RANDOM","P6038","PSMB4MC3"
"311","SRX3109345","MSMB4LZV stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444464",NA,495.4,1,7456830,1341160679,"MSMB4LZV_MGX","WGS","METAGENOMIC","RANDOM","M2084","MSMB4LZV"
"312","SRX3109344","PSMB4MC1 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444463",NA,1408.96,1,15565393,2979259662,"PSMB4MC1_MGX","WGS","METAGENOMIC","RANDOM","P6038","PSMB4MC1"
"313","SRX3109341","MSMB4LZZ stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444461",NA,807.84,1,12027248,2206887350,"MSMB4LZZ_MGX","WGS","METAGENOMIC","RANDOM","M2084","MSMB4LZZ"
"314","SRX3109340","PSMB4MBI stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444459",NA,1532.32,1,17216015,3256776642,"PSMB4MBI_MGX","WGS","METAGENOMIC","RANDOM","P6035","PSMB4MBI"
"315","SRX3109322","MSM9VZGU stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444443",NA,669.26,1,10431798,1896916009,"MSM9VZGU_MGX","WGS","METAGENOMIC","RANDOM","M2061","MSM9VZGU"
"316","SRX3109318","CSM7KORC stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444437",NA,646.94,1,7252450,1380328036,"CSM7KORC_MGX","WGS","METAGENOMIC","RANDOM","C3028","CSM7KORC"
"317","SRX3109310","MSM9VZIW stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444429",NA,746.99,1,10898069,2003112958,"MSM9VZIW_MGX","WGS","METAGENOMIC","RANDOM","M2083","MSM9VZIW"
"318","SRX3109307","MSMA26DK stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444426",NA,1100.91,1,16059448,3010364595,"MSMA26DK_MGX","WGS","METAGENOMIC","RANDOM","M2097","MSMA26DK"
"319","SRX3109304","MSMA26BD stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444423",NA,633.93,1,9362993,1720557419,"MSMA26BD_MGX","WGS","METAGENOMIC","RANDOM","M2084","MSMA26BD"
"320","SRX3109303","MSMA2684 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444422",NA,677.1,1,10199372,1833968533,"MSMA2684_MGX","WGS","METAGENOMIC","RANDOM","M2103","MSMA2684"
"321","SRX3109302","CSM7KORG stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444421",NA,937.49,1,10674803,2019826536,"CSM7KORG_MGX","WGS","METAGENOMIC","RANDOM","C3028","CSM7KORG"
"322","SRX3109297","CSM7KOTU stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444416",NA,641.59,1,7232394,1361667268,"CSM7KOTU_MGX","WGS","METAGENOMIC","RANDOM","C3035","CSM7KOTU"
"323","SRX3109288","CSM7KOLK stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444407",NA,662.38,1,10021425,1883557960,"CSM7KOLK_MGX","WGS","METAGENOMIC","RANDOM","C3021","CSM7KOLK"
"324","SRX3109277","CSM7KOSX stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444397",NA,882.16,1,9675106,1856469657,"CSM7KOSX_MGX","WGS","METAGENOMIC","RANDOM","C3021","CSM7KOSX"
"325","SRX3109267","MSM9VZIS stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444386",NA,744.85,1,11367855,2019983595,"MSM9VZIS_MGX","WGS","METAGENOMIC","RANDOM","M2083","MSM9VZIS"
"326","SRX3109260","MSM9VZNZ stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444380",NA,718.21,1,10617639,1936721273,"MSM9VZNZ_MGX","WGS","METAGENOMIC","RANDOM","M2083","MSM9VZNZ"
"327","SRX3109252","MSMA26BF stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444371",NA,708.13,1,10650728,1915311418,"MSMA26BF_MGX","WGS","METAGENOMIC","RANDOM","M2084","MSMA26BF"
"328","SRX3109249","MSM9VZMW stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444368",NA,776.13,1,11325512,2105441713,"MSM9VZMW_MGX","WGS","METAGENOMIC","RANDOM","M2084","MSM9VZMW"
"329","SRX3109246","PSMA264O stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444365",NA,1043.21,1,11667569,2221118086,"PSMA264O_MGX","WGS","METAGENOMIC","RANDOM","P6035","PSMA264O"
"330","SRX3109244","HSMA33IG stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444363",NA,686.39,1,10332764,1878813270,"HSMA33IG_MGX","WGS","METAGENOMIC","RANDOM","H4043","HSMA33IG"
"331","SRX3109231","CSM7KOSV stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444350",NA,1055.11,1,11814021,2247851593,"CSM7KOSV_MGX","WGS","METAGENOMIC","RANDOM","C3021","CSM7KOSV"
"332","SRX3109229","MSMA26BJ stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444348",NA,699.65,1,10429510,1917804415,"MSMA26BJ_MGX","WGS","METAGENOMIC","RANDOM","M2084","MSMA26BJ"
"333","SRX3109225","MSMA26BH stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444345",NA,683.43,1,10200791,1845341828,"MSMA26BH_MGX","WGS","METAGENOMIC","RANDOM","M2084","MSMA26BH"
"334","SRX3109224","CSM9X222 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444342",NA,653.59,1,10069991,1872321469,"CSM9X222_MGX","WGS","METAGENOMIC","RANDOM","C3035","CSM9X222"
"335","SRX3109220","CSM9X233 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444339",NA,626.67,1,9650670,1785160614,"CSM9X233_MGX","WGS","METAGENOMIC","RANDOM","C3035","CSM9X233"
"336","SRX3109207","CSM7KOTO stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444326",NA,628.95,1,9631401,1819204206,"CSM7KOTO_MGX","WGS","METAGENOMIC","RANDOM","C3035","CSM7KOTO"
"337","SRX3109204","HSMA33PN stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444323",NA,808.23,1,12354858,2219417771,"HSMA33PN_MGX","WGS","METAGENOMIC","RANDOM","H4039","HSMA33PN"
"338","SRX3109202","PSMA264Q stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444321",NA,646.93,1,7081508,1353790060,"PSMA264Q_MGX","WGS","METAGENOMIC","RANDOM","P6035","PSMA264Q"
"339","SRX3109196","MSM9VZL7 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444314",NA,626.27,1,9261741,1683494770,"MSM9VZL7_MGX","WGS","METAGENOMIC","RANDOM","M2084","MSM9VZL7"
"340","SRX3109189","HSMA33R9 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444308",NA,371.38,1,5614553,1020946532,"HSMA33R9_MGX","WGS","METAGENOMIC","RANDOM","H4043","HSMA33R9"
"341","SRX3109188","CSM9X23B stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444307",NA,1064.22,1,11979253,2290394510,"CSM9X23B_MGX","WGS","METAGENOMIC","RANDOM","C3035","CSM9X23B"
"342","SRX3109187","PSMA26A1 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444306",NA,1156.98,1,12763682,2431033462,"PSMA26A1_MGX","WGS","METAGENOMIC","RANDOM","P6038","PSMA26A1"
"343","SRX3109186","MSMAPC5B stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444305",NA,476.49,1,7163694,1292672639,"MSMAPC5B_MGX","WGS","METAGENOMIC","RANDOM","M2083","MSMAPC5B"
"344","SRX3109184","CSM9X237 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444303",NA,771.07,1,8744105,1638900248,"CSM9X237_MGX","WGS","METAGENOMIC","RANDOM","C3035","CSM9X237"
"345","SRX3109183","HSMA33R7 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444302",NA,565.79,1,8556172,1565055755,"HSMA33R7_MGX","WGS","METAGENOMIC","RANDOM","H4043","HSMA33R7"
"346","SRX3109182","MSMAPC6M stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444301",NA,760.24,1,11322661,2052993610,"MSMAPC6M_MGX","WGS","METAGENOMIC","RANDOM","M2084","MSMAPC6M"
"347","SRX3109181","MSMAPC66 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444300",NA,595.7,1,9063980,1624136402,"MSMAPC66_MGX","WGS","METAGENOMIC","RANDOM","M2103","MSMAPC66"
"348","SRX3109180","MSMAPC6O stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444299",NA,650.19,1,9758236,1754753183,"MSMAPC6O_MGX","WGS","METAGENOMIC","RANDOM","M2084","MSMAPC6O"
"349","SRX3109168","HSM7J4JP stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444287",NA,674.99,1,9891390,1815448556,"HSM7J4JP_MGX","WGS","METAGENOMIC","RANDOM","H4039","HSM7J4JP"
"350","SRX3109160","MSM9VZLD stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444279",NA,587.19,1,8733238,1584719296,"MSM9VZLD_MGX","WGS","METAGENOMIC","RANDOM","M2084","MSM9VZLD"
"351","SRX3109154","CSM9X1YV stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444273",NA,1107.39,1,12410247,2364051626,"CSM9X1YV_MGX","WGS","METAGENOMIC","RANDOM","C3035","CSM9X1YV"
"352","SRX3109147","MSMAPC5H stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444266",NA,682.64,1,10057100,1854765051,"MSMAPC5H_MGX","WGS","METAGENOMIC","RANDOM","M2097","MSMAPC5H"
"353","SRX3109146","CSM9X235 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444265",NA,613.53,1,6975032,1315092297,"CSM9X235_MGX","WGS","METAGENOMIC","RANDOM","C3035","CSM9X235"
"354","SRX3109143","MSMA26BL stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444262",NA,881.21,1,13146512,2378744106,"MSMA26BL_MGX","WGS","METAGENOMIC","RANDOM","M2084","MSMA26BL"
"355","SRX3109142","MSMAPC55 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444261",NA,904.93,1,13479075,2463650983,"MSMAPC55_MGX","WGS","METAGENOMIC","RANDOM","M2083","MSMAPC55"
"356","SRX3109141","CSM7KORK stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444260",NA,1091.06,1,12259032,2350672357,"CSM7KORK_MGX","WGS","METAGENOMIC","RANDOM","C3028","CSM7KORK"
"357","SRX3109137","CSM7KOTQ stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444256",NA,758.16,1,8614057,1631323888,"CSM7KOTQ_MGX","WGS","METAGENOMIC","RANDOM","C3035","CSM7KOTQ"
"358","SRX3109129","HSMA33KS stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444248",NA,875.61,1,13211626,2382904270,"HSMA33KS_MGX","WGS","METAGENOMIC","RANDOM","H4039","HSMA33KS"
"359","SRX3109128","CSM7KOL2 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444247",NA,1042.04,1,15914065,2973643804,"CSM7KOL2_MGX","WGS","METAGENOMIC","RANDOM","C3028","CSM7KOL2"
"360","SRX3109127","HSMA33KQ stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444246",NA,452.05,1,6753779,1236563828,"HSMA33KQ_MGX","WGS","METAGENOMIC","RANDOM","H4039","HSMA33KQ"
"361","SRX3109124","MSM9VZO2 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444243",NA,999.03,1,14558155,2694696211,"MSM9VZO2_MGX","WGS","METAGENOMIC","RANDOM","M2083","MSM9VZO2"
"362","SRX3109115","MSMAPC57 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444233",NA,523.02,1,7978949,1424109941,"MSMAPC57_MGX","WGS","METAGENOMIC","RANDOM","M2083","MSMAPC57"
"363","SRX3109105","CSM7KOKZ stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444226",NA,1491.84,1,16964566,3238175678,"CSM7KOKZ_MGX","WGS","METAGENOMIC","RANDOM","C3028","CSM7KOKZ"
"364","SRX3109089","MSM9VZNR stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444208",NA,695.7,1,10298329,1905996063,"MSM9VZNR_MGX","WGS","METAGENOMIC","RANDOM","M2083","MSM9VZNR"
"365","SRX3109088","MSM9VZGS stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444207",NA,551.94,1,8578614,1551469222,"MSM9VZGS_MGX","WGS","METAGENOMIC","RANDOM","M2061","MSM9VZGS"
"366","SRX3109086","CSM9X21T stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444205",NA,679.78,1,7856616,1468818466,"CSM9X21T_MGX","WGS","METAGENOMIC","RANDOM","C3035","CSM9X21T"
"367","SRX3109081","HSMA33LP stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444200",NA,1044.91,1,15872005,2887167604,"HSMA33LP_MGX","WGS","METAGENOMIC","RANDOM","H4043","HSMA33LP"
"368","SRX3109080","MSM9VZLH stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444199",NA,624.3,1,9406533,1700609747,"MSM9VZLH_MGX","WGS","METAGENOMIC","RANDOM","M2084","MSM9VZLH"
"369","SRX3109079","PSMA266O stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444198",NA,941.42,1,10508607,1974803453,"PSMA266O_MGX","WGS","METAGENOMIC","RANDOM","P6037","PSMA266O"
"370","SRX3109078","PSMA2671 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444197",NA,695.13,1,7792178,1464445906,"PSMA2671_MGX","WGS","METAGENOMIC","RANDOM","P6038","PSMA2671"
"371","SRX3109077","MSMA26DG stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444196",NA,492.42,1,7273535,1325591405,"MSMA26DG_MGX","WGS","METAGENOMIC","RANDOM","M2097","MSMA26DG"
"372","SRX3105470","MSMA26DM stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440928",NA,1101.39,1,17215985,3168674119,"HSMA33OZ_MGX","WGS","METAGENOMIC","RANDOM","M2097","MSMA26DM"
"373","SRX3105465","MSMA267V stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440925",NA,617.19,1,9217804,1689320496,"MSM9VZJB_MGX","WGS","METAGENOMIC","RANDOM","M2103","MSMA267V"
"374","SRX3105462","MSM9VZIM stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440924",NA,877.92,1,13917492,2548749795,"HSMA33J5_MGX","WGS","METAGENOMIC","RANDOM","M2083","MSM9VZIM"
"375","SRX3105429","MSM9VZLZ stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440885",NA,934.09,1,14967117,2754178669,"MSMB4LZK_MGX","WGS","METAGENOMIC","RANDOM","M2083","MSM9VZLZ"
"376","SRX3105420","PSMA267J stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440876",NA,449.24,1,6902777,1217761217,"MSMA26AX_MGX","WGS","METAGENOMIC","RANDOM","P6035","PSMA267J"
"377","SRX3105414","PSMA266Q stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440872",NA,1078,1,16251507,2938872686,"MSMA26BB_MGX","WGS","METAGENOMIC","RANDOM","P6037","PSMA266Q"
"378","SRX3105413","MSMA26BB stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440868",NA,342.62,1,5049631,926754158,"MSMA26EL_MGX","WGS","METAGENOMIC","RANDOM","M2084","MSMA26BB"
"379","SRX3105410","HSMA33NQ stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440870",NA,634.11,1,9717594,1841485788,"PSM7J163_MGX","WGS","METAGENOMIC","RANDOM","H4039","HSMA33NQ"
"380","SRX3105374","PSMA266I stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440836",NA,751.48,1,12199644,2228368496,"MSM9VZHB_MGX","WGS","METAGENOMIC","RANDOM","P6037","PSMA266I"
"381","SRX3105373","MSM9VZHB stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440831",NA,983.85,1,15284611,2882097273,"PSMA264U_MGX","WGS","METAGENOMIC","RANDOM","M2061","MSM9VZHB"
"382","SRX3105372","PSMA264U stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440829",NA,677.65,1,10737503,1924241629,"HSMA33JD_MGX","WGS","METAGENOMIC","RANDOM","P6035","PSMA264U"
"383","SRX3105369","PSMA266U stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440826",NA,696.14,1,10869261,1991497450,"HSMA33KE_MGX","WGS","METAGENOMIC","RANDOM","P6038","PSMA266U"
"384","SRX3105365","CSM79HHM stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440822",NA,370.63,1,5434086,1013954686,"ESM718TM_MGX","WGS","METAGENOMIC","RANDOM","C3021","CSM79HHM"
"385","SRX3105364","MSM9VZLB stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440823",NA,716.92,1,11092940,2088967500,"PSMA266I_MGX","WGS","METAGENOMIC","RANDOM","M2084","MSM9VZLB"
"386","SRX3105363","MSM79H5M stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440821",NA,1178.56,1,17133574,3183064202,"CSM79HOH_MGX","WGS","METAGENOMIC","RANDOM","M2061","MSM79H5M"
